2.937681740149855614e-03 4.984886851161718369e-03 1.295001432299613953e-02 1.096449792385101318e-02 8.100329898297786713e-03 5.642279982566833496e-03 2.134100941475480795e-04 9.026525020599365234e-01 1.682742033153772354e-03 4.987172037363052368e-02
6.078363060951232910e-01 1.612667576409876347e-03 5.643536522984504700e-02 1.935607381165027618e-02 5.735329166054725647e-02 7.534200698137283325e-02 1.566338688135147095e-01 1.212880597449839115e-03 1.750737428665161133e-02 6.710150744765996933e-03
5.666022300720214844e-01 2.612070646136999130e-03 1.979403495788574219e-01 7.574915885925292969e-02 7.708258926868438721e-03 5.759817361831665039e-02 4.813466686755418777e-03 4.164899885654449463e-02 1.256622001528739929e-02 3.276100754737854004e-02
6.446173042058944702e-02 6.422177702188491821e-02 1.029505059123039246e-01 3.875407576560974121e-02 2.679563127458095551e-02 3.267442435026168823e-02 2.415913715958595276e-02 4.831700921058654785e-01 4.408074170351028442e-02 1.187318190932273865e-01
8.913971483707427979e-02 4.533752799034118652e-02 4.679132252931594849e-02 3.411040827631950378e-02 2.091425061225891113e-01 8.689786493778228760e-02 3.318915367126464844e-01 1.178185176104307175e-02 9.602953493595123291e-02 4.887769371271133423e-02
4.957486316561698914e-02 3.793433010578155518e-01 5.161537602543830872e-02 5.714816227555274963e-02 5.728093162178993225e-02 6.200708448886871338e-02 9.141592681407928467e-02 7.245241850614547729e-02 1.062587648630142212e-01 7.290320098400115967e-02
1.138077750802040100e-01 5.526899173855781555e-02 1.041193827986717224e-01 9.057275950908660889e-02 1.091085076332092285e-01 1.068019643425941467e-01 1.830407828092575073e-01 3.210433572530746460e-02 1.301310807466506958e-01 7.504441589117050171e-02
1.891882121562957764e-01 5.926622077822685242e-03 1.882080733776092529e-01 2.749641537666320801e-01 6.918265949934720993e-03 1.680651456117630005e-01 8.348958566784858704e-03 1.814681291580200195e-02 1.045416891574859619e-01 3.569211810827255249e-02
7.881838828325271606e-02 9.721014648675918579e-02 9.928499907255172729e-02 1.083680242300033569e-01 9.656779468059539795e-02 1.036277934908866882e-01 7.642495632171630859e-02 1.230055838823318481e-01 1.066818907856941223e-01 1.100104004144668579e-01
5.895685404539108276e-03 1.845587790012359619e-01 2.442001178860664368e-02 4.964336007833480835e-02 2.804453298449516296e-02 2.874671295285224915e-02 4.911122377961874008e-03 5.261945724487304688e-01 2.303920499980449677e-02 1.245459988713264465e-01
6.072709336876869202e-02 1.027067378163337708e-02 1.903334856033325195e-01 5.591924116015434265e-02 1.812734156847000122e-01 9.036843478679656982e-02 5.525200441479682922e-02 1.335908025503158569e-01 4.872753098607063293e-02 1.735373735427856445e-01
5.796777829527854919e-02 2.044855207204818726e-01 6.718006730079650879e-02 8.170763403177261353e-02 8.869539946317672729e-02 8.235782384872436523e-02 1.087489873170852661e-01 8.507799357175827026e-02 1.275331079959869385e-01 9.624563902616500854e-02
6.259851902723312378e-02 1.235460937023162842e-01 8.901629596948623657e-02 7.700467854738235474e-02 8.085732161998748779e-02 7.288531959056854248e-02 7.091511040925979614e-02 1.919192671775817871e-01 9.510655701160430908e-02 1.361507624387741089e-01
1.129850000143051147e-02 7.513679862022399902e-01 1.488824188709259033e-02 1.591934449970722198e-02 1.974926702678203583e-02 2.078025043010711670e-02 2.847416885197162628e-02 5.298862606287002563e-02 4.880660027265548706e-02 3.572712838649749756e-02
8.605352640151977539e-01 4.505664110183715820e-04 4.398474469780921936e-02 2.493453584611415863e-02 4.412074573338031769e-03 3.346962481737136841e-02 8.884910494089126587e-03 1.705186092294752598e-03 1.317462883889675140e-02 8.448475971817970276e-03
8.408357948064804077e-02 1.006219834089279175e-01 1.051838845014572144e-01 1.157943159341812134e-01 8.588713407516479492e-02 1.160158738493919373e-01 9.764414280652999878e-02 7.641113549470901489e-02 1.235965415835380554e-01 9.476148337125778198e-02
1.177934780716896057e-01 1.567858085036277771e-02 1.853394210338592529e-01 2.065348476171493530e-01 3.434103354811668396e-02 1.503234505653381348e-01 3.308961540460586548e-02 4.630121216177940369e-02 1.364124864339828491e-01 7.418585568666458130e-02
4.284616112709045410e-01 1.979846041649580002e-03 1.475714594125747681e-01 1.488777846097946167e-01 8.330590091645717621e-03 1.620815396308898926e-01 2.194226905703544617e-02 4.744051024317741394e-03 5.702143535017967224e-02 1.898945681750774384e-02
3.055196404457092285e-01 4.179744981229305267e-03 2.023198902606964111e-01 1.387003958225250244e-01 1.153726782649755478e-02 1.000949144363403320e-01 1.284807454794645309e-02 6.175330653786659241e-02 4.913184791803359985e-02 1.139149591326713562e-01
