Id,Label
0,7
1,0
2,4
3,0
4,0
5,1
6,5
7,0
8,5
9,1
10,5
11,6
12,1
13,1
14,5
15,5
16,6
17,0
18,2
19,3
20,4
21,0
22,1
23,1
24,2
25,1
26,0
27,5
28,2
29,5
30,3
31,6
32,0
33,2
34,4
35,4
36,7
37,7
38,5
39,4
40,4
41,4
42,7
43,4
44,3
45,0
46,3
47,1
48,5
49,4
50,4
51,0
52,1
53,2
54,4
55,0
56,5
57,2
58,3
59,0
60,0
61,4
62,2
63,5
64,1
65,0
66,2
67,2
68,5
69,4
70,1
71,4
72,4
73,0
74,4
75,7
76,2
77,0
78,5
79,6
80,4
81,4
82,6
83,3
84,7
85,1
86,7
87,4
88,9
89,5
90,4
91,5
92,0
93,6
94,1
95,5
96,0
97,3
98,1
99,6
100,1
101,3
102,2
103,3
104,2
105,0
106,4
107,1
108,6
109,0
110,7
111,1
112,1
113,3
114,6
115,4
116,5
117,9
118,0
119,5
120,8
121,1
122,5
123,5
124,2
125,7
126,6
127,9
128,4
129,3
130,5
131,2
132,9
133,4
134,4
135,0
136,0
137,2
138,6
139,8
140,3
141,0
142,2
143,1
144,2
145,7
146,2
147,6
148,6
149,1
150,4
151,3
152,0
153,3
154,4
155,9
156,0
157,3
158,6
159,2
160,1
161,3
162,0
163,7
164,1
165,4
166,0
167,7
168,0
169,5
170,1
171,1
172,5
173,1
174,3
175,4
176,0
177,0
178,0
179,2
180,2
181,1
182,4
183,5
184,2
185,0
186,2
187,7
188,3
189,5
190,5
191,1
192,4
193,7
194,5
195,0
196,4
197,5
198,6
199,6
200,1
201,4
202,1
203,5
204,4
205,2
206,7
207,4
208,6
209,1
210,8
211,5
212,7
213,1
214,7
215,9
216,4
217,0
218,0
219,0
220,2
221,1
222,5
223,9
224,3
225,4
226,0
227,8
228,2
229,7
230,0
231,0
232,5
233,1
234,7
235,8
236,4
237,1
238,1
239,4
240,5
241,6
242,2
243,0
244,3
245,7
246,2
247,1
248,4
249,2
250,7
251,1
252,4
253,4
254,1
255,1
256,1
257,9
258,0
259,2
260,2
261,5
262,0
263,8
264,4
265,0
266,4
267,4
268,7
269,5
270,6
271,9
272,5
273,0
274,6
275,1
276,6
277,1
278,4
279,0
280,7
281,0
282,3
283,5
284,6
285,5
286,7
287,6
288,7
289,9
290,6
291,4
292,7
293,1
294,7
295,1
296,4
297,7
298,2
299,4
300,0
301,4
302,2
303,3
304,5
305,2
306,4
307,7
308,2
309,3
310,1
311,4
312,4
313,9
314,1
315,1
316,2
317,7
318,5
319,6
320,5
321,4
322,1
323,7
324,4
325,0
326,6
327,6
328,0
329,5
330,9
331,1
332,1
333,1
334,6
335,1
336,6
337,7
338,7
339,3
340,1
341,4
342,2
343,1
344,2
345,1
346,0
347,6
348,6
349,2
350,4
351,1
352,2
353,7
354,2
355,7
356,7
357,4
358,4
359,7
360,1
361,5
362,1
363,4
364,1
365,4
366,6
367,1
368,1
369,5
370,7
371,0
372,1
373,1
374,8
375,1
376,9
377,9
378,6
379,2
380,2
381,1
382,0
383,0
384,4
385,1
386,5
387,7
388,5
389,0
390,4
391,4
392,4
393,1
394,1
395,2
396,1
397,6
398,4
399,9
400,6
401,3
402,2
403,0
404,5
405,9
406,5
407,1
408,1
409,5
410,1
411,0
412,1
413,1
414,6
415,8
416,4
417,6
418,1
419,7
420,2
421,5
422,1
423,0
424,9
425,2
426,6
427,1
428,2
429,4
430,1
431,6
432,3
433,4
434,5
435,2
436,3
437,4
438,2
439,2
440,2
441,5
442,1
443,7
444,6
445,4
446,1
447,3
448,1
449,6
450,5
451,0
452,3
453,4
454,5
455,7
456,2
457,0
458,7
459,3
460,1
461,5
462,2
463,4
464,2
465,5
466,2
467,0
468,7
469,6
470,1
471,1
472,6
473,1
474,2
475,0
476,1
477,4
478,0
479,7
480,4
481,7
482,2
483,1
484,1
485,6
486,5
487,7
488,4
489,6
490,1
491,5
492,5
493,7
494,4
495,0
496,4
497,0
498,1
499,4
500,0
501,4
502,9
503,7
504,0
505,0
506,1
507,7
508,5
509,7
510,5
511,2
512,4
513,0
514,0
515,0
516,6
517,1
518,6
519,0
520,0
521,5
522,0
523,4
524,7
525,1
526,6
527,6
528,5
529,3
530,5
531,0
532,5
533,4
534,5
535,5
536,6
537,1
538,0
539,6
540,1
541,4
542,1
543,0
544,5
545,3
546,1
547,0
548,4
549,7
550,6
551,4
552,9
553,7
554,0
555,5
556,1
557,5
558,1
559,1
560,0
561,4
562,3
563,3
564,6
565,6
566,2
567,7
568,1
569,1
570,4
571,9
572,6
573,4
574,3
575,4
576,1
577,5
578,0
579,3
580,4
581,0
582,0
583,6
584,5
585,4
586,0
587,0
588,5
589,1
590,0
591,1
592,1
593,4
594,8
595,6
596,4
597,4
598,0
599,4
600,1
601,2
602,0
603,1
604,0
605,6
606,4
607,6
608,0
609,7
610,1
611,1
612,3
613,3
614,7
615,1
616,5
617,5
618,5
619,4
620,5
621,6
622,4
623,1
624,3
625,5
626,0
627,4
628,4
629,0
630,5
631,5
632,6
633,2
634,4
635,1
636,6
637,4
638,2
639,0
640,0
641,6
642,1
643,1
644,0
645,1
646,2
647,9
648,4
649,0
650,4
651,7
652,8
653,5
654,0
655,1
656,0
657,4
658,4
659,5
660,2
661,6
662,5
663,4
664,5
665,6
666,5
667,7
668,0
669,7
670,7
671,4
672,2
673,2
674,1
675,0
676,3
677,1
678,0
679,1
680,7
681,8
682,2
683,5
684,0
685,2
686,6
687,0
688,4
689,6
690,0
691,5
692,5
693,2
694,0
695,1
696,4
697,3
698,4
699,0
700,3
701,0
702,3
703,1
704,4
705,3
706,4
707,4
708,2
709,6
710,0
711,2
712,2
713,2
714,0
715,0
716,5
717,6
718,4
719,0
720,2
721,4
722,2
723,2
724,6
725,6
726,4
727,1
728,4
729,2
730,3
731,1
732,4
733,9
734,7
735,1
736,4
737,4
738,1
739,4
740,4
741,5
742,0
743,0
744,1
745,2
746,1
747,3
748,6
749,6
750,2
751,6
752,2
753,3
754,1
755,0
756,1
757,0
758,1
759,2
760,7
761,0
762,0
763,1
764,2
765,4
766,1
767,5
768,1
769,0
770,0
771,2
772,0
773,3
774,5
775,0
776,1
777,1
778,1
779,1
780,3
781,5
782,0
783,2
784,3
785,2
786,4
787,4
788,2
789,1
790,1
791,0
792,3
793,7
794,6
795,3
796,1
797,0
798,4
799,4
800,5
801,1
802,2
803,5
804,4
805,4
806,0
807,7
808,0
809,1
810,6
811,0
812,7
813,1
814,0
815,4
816,2
817,1
818,1
819,6
820,4
821,2
822,5
823,2
824,4
825,0
826,4
827,2
828,1
829,1
830,0
831,1
832,0
833,5
834,0
835,1
836,1
837,2
838,5
839,3
840,5
841,0
842,5
843,4
844,3
845,6
846,0
847,4
848,3
849,4
850,1
851,5
852,5
853,1
854,2
855,2
856,3
857,3
858,2
859,3
860,5
861,4
862,0
863,7
864,5
865,3
866,4
867,5
868,4
869,3
870,3
871,5
872,1
873,5
874,6
875,2
876,0
877,7
878,7
879,2
880,2
881,1
882,6
883,1
884,2
885,3
886,4
887,2
888,5
889,7
890,7
891,5
892,7
893,5
894,7
895,3
896,0
897,3
898,4
899,6
900,0
901,2
902,4
903,5
904,0
905,1
906,0
907,0
908,7
909,3
910,1
911,1
912,1
913,4
914,2
915,4
916,0
917,6
918,1
919,1
920,1
921,0
922,2
923,7
924,5
925,1
926,9
927,0
928,4
929,5
930,2
931,1
932,5
933,6
934,6
935,0
936,5
937,2
938,2
939,4
940,5
941,0
942,2
943,0
944,6
945,3
946,2
947,0
948,4
949,5
950,1
951,7
952,6
953,5
954,7
955,4
956,2
957,0
958,4
959,5
960,2
961,0
962,0
963,1
964,7
965,4
966,3
967,0
968,0
969,2
970,5
971,3
972,4
973,4
974,7
975,0
976,6
977,7
978,2
979,1
980,1
981,3
982,0
983,4
984,0
985,1
986,5
987,2
988,3
989,0
990,0
991,0
992,2
993,7
994,1
995,1
996,0
997,2
998,0
999,3
1000,2
1001,1
1002,4
1003,1
1004,0
1005,0
1006,7
1007,4
1008,1
1009,1
1010,7
1011,6
1012,3
1013,4
1014,4
1015,1
1016,1
1017,4
1018,1
1019,3
1020,2
1021,9
1022,1
1023,2
1024,1
1025,6
1026,5
1027,2
1028,0
1029,0
1030,1
1031,1
1032,0
1033,9
1034,0
1035,0
1036,7
1037,0
1038,3
1039,6
1040,2
1041,4
1042,2
1043,1
1044,5
1045,2
1046,7
1047,0
1048,1
1049,1
1050,4
1051,4
1052,0
1053,4
1054,5
1055,5
1056,1
1057,1
1058,2
1059,5
1060,2
1061,5
1062,8
1063,4
1064,5
1065,3
1066,0
1067,0
1068,5
1069,1
1070,7
1071,7
1072,9
1073,1
1074,9
1075,7
1076,4
1077,9
1078,0
1079,5
1080,2
1081,6
1082,4
1083,1
1084,1
1085,7
1086,3
1087,3
1088,7
1089,3
1090,9
1091,7
1092,1
1093,1
1094,3
1095,6
1096,4
1097,7
1098,3
1099,0
1100,0
1101,4
1102,6
1103,6
1104,4
1105,0
1106,0
1107,2
1108,7
1109,7
1110,1
1111,2
1112,3
1113,5
1114,3
1115,2
1116,6
1117,2
1118,1
1119,0
1120,2
1121,1
1122,6
1123,0
1124,4
1125,1
1126,2
1127,1
1128,4
1129,3
1130,3
1131,0
1132,4
1133,1
1134,2
1135,6
1136,3
1137,4
1138,5
1139,5
1140,5
1141,2
1142,0
1143,3
1144,1
1145,5
1146,0
1147,1
1148,0
1149,7
1150,0
1151,5
1152,3
1153,4
1154,4
1155,0
1156,6
1157,3
1158,9
1159,0
1160,3
1161,1
1162,7
1163,2
1164,3
1165,5
1166,2
1167,1
1168,5
1169,5
1170,1
1171,4
1172,0
1173,3
1174,0
1175,4
1176,7
1177,5
1178,9
1179,6
1180,7
1181,7
1182,3
1183,5
1184,4
1185,4
1186,4
1187,4
1188,4
1189,5
1190,3
1191,1
1192,9
1193,8
1194,5
1195,4
1196,1
1197,4
1198,1
1199,4
1200,4
1201,0
1202,4
1203,5
1204,4
1205,4
1206,4
1207,1
1208,7
1209,0
1210,2
1211,1
1212,7
1213,5
1214,3
1215,6
1216,6
1217,6
1218,7
1219,2
1220,4
1221,4
1222,2
1223,7
1224,0
1225,3
1226,5
1227,5
1228,0
1229,5
1230,4
1231,3
1232,1
1233,0
1234,3
1235,6
1236,1
1237,5
1238,5
1239,4
1240,4
1241,5
1242,5
1243,6
1244,0
1245,7
1246,2
1247,7
1248,5
1249,0
1250,2
1251,0
1252,1
1253,1
1254,1
1255,5
1256,4
1257,2
1258,6
1259,0
1260,7
1261,1
1262,4
1263,5
1264,2
1265,5
1266,5
1267,1
1268,3
1269,0
1270,9
1271,1
1272,4
1273,1
1274,4
1275,5
1276,5
1277,6
1278,1
1279,4
1280,0
1281,9
1282,1
1283,1
1284,1
1285,1
1286,7
1287,4
1288,6
1289,3
1290,6
1291,0
1292,7
1293,0
1294,5
1295,4
1296,1
1297,6
1298,2
1299,9
1300,4
1301,0
1302,4
1303,0
1304,2
1305,0
1306,8
1307,2
1308,1
1309,1
1310,5
1311,0
1312,4
1313,0
1314,6
1315,7
1316,0
1317,6
1318,0
1319,3
1320,0
1321,1
1322,2
1323,3
1324,4
1325,0
1326,1
1327,1
1328,1
1329,4
1330,4
1331,4
1332,1
1333,5
1334,6
1335,1
1336,6
1337,5
1338,0
1339,7
1340,6
1341,7
1342,1
1343,0
1344,5
1345,1
1346,5
1347,4
1348,0
1349,0
1350,7
1351,5
1352,7
1353,1
1354,6
1355,1
1356,6
1357,1
1358,0
1359,5
1360,6
1361,0
1362,2
1363,1
1364,4
1365,5
1366,0
1367,1
1368,4
1369,0
1370,1
1371,6
1372,2
1373,0
1374,1
1375,4
1376,4
1377,6
1378,2
1379,4
1380,4
1381,3
1382,0
1383,4
1384,5
1385,0
1386,1
1387,3
1388,0
1389,0
1390,6
1391,6
1392,0
1393,8
1394,1
1395,1
1396,2
1397,5
1398,4
1399,2
1400,5
1401,9
1402,4
1403,2
1404,9
1405,4
1406,6
1407,4
1408,1
1409,2
1410,7
1411,3
1412,5
1413,7
1414,2
1415,6
1416,8
1417,0
1418,1
1419,3
1420,5
1421,4
1422,5
1423,0
1424,4
1425,1
1426,1
1427,6
1428,4
1429,1
1430,2
1431,4
1432,1
1433,6
1434,2
1435,8
1436,0
1437,2
1438,6
1439,4
1440,6
1441,2
1442,1
1443,4
1444,7
1445,2
1446,0
1447,5
1448,7
1449,4
1450,5
1451,0
1452,1
1453,0
1454,5
1455,1
1456,7
1457,4
1458,0
1459,1
1460,4
1461,5
1462,5
1463,1
1464,1
1465,4
1466,2
1467,4
1468,5
1469,4
1470,3
1471,5
1472,2
1473,0
1474,4
1475,0
1476,4
1477,4
1478,1
1479,0
1480,2
1481,0
1482,2
1483,5
1484,0
1485,4
1486,6
1487,1
1488,1
1489,2
1490,2
1491,2
1492,6
1493,1
1494,6
1495,3
1496,1
1497,1
1498,0
1499,1
1500,6
1501,4
1502,7
1503,6
1504,0
1505,2
1506,1
1507,6
1508,6
1509,1
1510,2
1511,2
1512,4
1513,7
1514,4
1515,3
1516,2
1517,2
1518,7
1519,3
1520,7
1521,0
1522,5
1523,2
1524,1
1525,2
1526,5
1527,4
1528,5
1529,2
1530,0
1531,4
1532,1
1533,1
1534,4
1535,2
1536,1
1537,7
1538,6
1539,4
1540,6
1541,9
1542,5
1543,7
1544,4
1545,1
1546,5
1547,5
1548,2
1549,0
1550,3
1551,4
1552,6
1553,0
1554,5
1555,0
1556,3
1557,5
1558,9
1559,1
1560,6
1561,3
1562,0
1563,5
1564,2
1565,0
1566,0
1567,1
1568,2
1569,8
1570,0
1571,5
1572,0
1573,5
1574,1
1575,2
1576,4
1577,3
1578,7
1579,9
1580,3
1581,3
1582,5
1583,9
1584,2
1585,1
1586,5
1587,5
1588,4
1589,1
1590,1
1591,5
1592,5
1593,4
1594,0
1595,9
1596,3
1597,0
1598,4
1599,7
1600,0
1601,3
1602,6
1603,2
1604,4
1605,2
1606,2
1607,0
1608,1
1609,1
1610,2
1611,4
1612,2
1613,2
1614,0
1615,1
1616,7
1617,7
1618,4
1619,0
1620,4
1621,5
1622,3
1623,0
1624,5
1625,7
1626,5
1627,3
1628,0
1629,4
1630,5
1631,0
1632,7
1633,7
1634,1
1635,0
1636,1
1637,5
1638,8
1639,2
1640,4
1641,9
1642,1
1643,3
1644,1
1645,0
1646,2
1647,6
1648,7
1649,9
1650,3
1651,4
1652,1
1653,4
1654,0
1655,0
1656,4
1657,2
1658,5
1659,6
1660,5
1661,5
1662,0
1663,0
1664,0
1665,0
1666,2
1667,1
1668,8
1669,2
1670,0
1671,3
1672,1
1673,6
1674,8
1675,4
1676,3
1677,3
1678,0
1679,5
1680,1
1681,6
1682,1
1683,7
1684,9
1685,9
1686,6
1687,5
1688,4
1689,8
1690,6
1691,0
1692,0
1693,4
1694,7
1695,0
1696,3
1697,1
1698,4
1699,4
1700,4
1701,1
1702,4
1703,3
1704,4
1705,6
1706,2
1707,3
1708,6
1709,7
1710,1
1711,7
1712,2
1713,0
1714,2
1715,3
1716,4
1717,4
1718,1
1719,7
1720,0
1721,0
1722,7
1723,8
1724,1
1725,5
1726,9
1727,3
1728,8
1729,3
1730,7
1731,1
1732,3
1733,3
1734,6
1735,5
1736,3
1737,4
1738,4
1739,4
1740,2
1741,2
1742,1
1743,1
1744,1
1745,4
1746,5
1747,7
1748,0
1749,0
1750,6
1751,4
1752,1
1753,5
1754,1
1755,5
1756,0
1757,5
1758,4
1759,4
1760,5
1761,6
1762,0
1763,1
1764,1
1765,3
1766,6
1767,1
1768,6
1769,2
1770,7
1771,4
1772,2
1773,6
1774,1
1775,5
1776,5
1777,5
1778,2
1779,6
1780,4
1781,5
1782,6
1783,0
1784,0
1785,2
1786,2
1787,3
1788,0
1789,9
1790,2
1791,7
1792,2
1793,0
1794,1
1795,5
1796,2
1797,9
1798,3
1799,0
1800,7
1801,1
1802,4
1803,9
1804,1
1805,3
1806,1
1807,5
1808,1
1809,1
1810,2
1811,5
1812,3
1813,4
1814,0
1815,1
1816,5
1817,0
1818,2
1819,7
1820,6
1821,2
1822,1
1823,7
1824,1
1825,7
1826,1
1827,1
1828,5
1829,2
1830,1
1831,0
1832,8
1833,4
1834,0
1835,4
1836,1
1837,2
1838,3
1839,0
1840,2
1841,5
1842,3
1843,8
1844,5
1845,3
1846,5
1847,0
1848,5
1849,4
1850,5
1851,4
1852,4
1853,6
1854,1
1855,4
1856,7
1857,2
1858,6
1859,1
1860,4
1861,1
1862,7
1863,4
1864,1
1865,4
1866,1
1867,0
1868,6
1869,1
1870,2
1871,1
1872,4
1873,0
1874,1
1875,2
1876,4
1877,6
1878,8
1879,0
1880,4
1881,2
1882,3
1883,8
1884,2
1885,6
1886,5
1887,3
1888,2
1889,1
1890,1
1891,2
1892,5
1893,1
1894,6
1895,1
1896,0
1897,7
1898,0
1899,5
1900,1
1901,2
1902,0
1903,2
1904,2
1905,1
1906,9
1907,7
1908,0
1909,5
1910,3
1911,4
1912,4
1913,0
1914,1
1915,0
1916,3
1917,5
1918,1
1919,5
1920,3
1921,5
1922,2
1923,5
1924,4
1925,3
1926,3
1927,1
1928,0
1929,1
1930,5
1931,3
1932,0
1933,1
1934,5
1935,2
1936,4
1937,8
1938,4
1939,1
1940,1
1941,4
1942,4
1943,4
1944,0
1945,3
1946,2
1947,3
1948,3
1949,2
1950,1
1951,3
1952,6
1953,5
1954,2
1955,2
1956,0
1957,7
1958,4
1959,4
1960,3
1961,3
1962,2
1963,2
1964,0
1965,0
1966,0
1967,1
1968,7
1969,1
1970,5
1971,7
1972,0
1973,5
1974,1
1975,2
1976,7
1977,7
1978,9
1979,1
1980,4
1981,4
1982,4
1983,2
1984,4
1985,1
1986,5
1987,5
1988,5
1989,2
1990,3
1991,4
1992,1
1993,7
1994,5
1995,0
1996,1
1997,1
1998,4
