5.846149259136623755e-11 1.342356910072339815e-07 2.516824752092361450e-04 1.187022178328334121e-07 9.208407474037283436e-12 2.493925205238056719e-12 1.993284687697507995e-13 9.997480511665344238e-01 8.996026840124571322e-11 1.377851788220141316e-08
1.038710065767549373e-14 4.234895101262736716e-09 1.000000000000000000e+00 4.321090596448584620e-09 4.902990340116542001e-12 5.528995916499420717e-16 5.562779512198468002e-13 2.030590105783769417e-11 3.457172548237963383e-09 1.558966671033612528e-11
9.999998807907104492e-01 1.893209420185588953e-18 1.472016322168201441e-07 4.961758598151305103e-16 4.901116215210580249e-21 1.280661380752484493e-20 9.265767029089308629e-21 3.204119369999702815e-13 3.281937680233153621e-16 5.714684368079980814e-13
8.725451784707960456e-12 7.972925430976829375e-08 3.786172237596474588e-05 7.474839414101097645e-09 6.894206733276675436e-11 1.274851264051329869e-13 7.612712848612760569e-15 9.999619722366333008e-01 8.605406426505368689e-13 3.675268089864403009e-08
2.906945795189130877e-09 2.974319956994264658e-10 1.344214517473574233e-08 2.182797415040127476e-10 9.162626213310431922e-08 1.518753265372652095e-06 9.999974966049194336e-01 2.299654390525152081e-12 9.966141334416533937e-08 7.740819114587793592e-07
1.137189174187369645e-04 9.710323810577392578e-01 1.428009127266705036e-03 1.775452285073697567e-03 1.191061921417713165e-02 1.249071792699396610e-03 8.452456677332520485e-04 2.997344825416803360e-03 7.211696356534957886e-03 1.436389400623738766e-03
3.475872508715838194e-04 1.298480783589184284e-03 2.019283419940620661e-05 1.455956846475601196e-01 1.956158317625522614e-03 8.155862689018249512e-01 2.645263448357582092e-02 3.959466630476526916e-05 6.557210814207792282e-03 2.146244747564196587e-03
7.505225540134708150e-20 3.507657368047196490e-21 2.846472417221552456e-17 1.000000000000000000e+00 5.260532514873887026e-23 3.901922069547399466e-15 2.995872097418842309e-25 2.410989276768962489e-19 2.899668816005143942e-18 2.669505965658628845e-19
5.159700776857789606e-06 4.958039149641990662e-03 3.324651625007390976e-04 1.955305691808462143e-03 3.477163147181272507e-03 7.347228529397398233e-05 7.831899711163714528e-05 1.754214608808979392e-04 9.854565262794494629e-01 3.488085232675075531e-03
1.923482667630718734e-13 9.999997615814208984e-01 5.569522707610241596e-12 1.696967566466867083e-11 1.481960387739178486e-11 2.116072108390796430e-14 3.789833336043102463e-09 7.562546942840864261e-12 2.767861531083326554e-07 8.513294778335345203e-13
5.537401266686448054e-12 1.916790992595451826e-08 1.759223599044276720e-13 1.035061671927905991e-07 4.832143986277515069e-06 9.999949932098388672e-01 6.424785681247158209e-08 7.422255865474625125e-11 1.575559266386861168e-10 1.548169414888889150e-08
1.266080653294920921e-03 2.361498326063156128e-01 4.097880721092224121e-01 7.458481937646865845e-02 1.431938856840133667e-01 8.826890029013156891e-03 6.468490697443485260e-03 9.508219361305236816e-02 2.083558216691017151e-02 3.804190782830119133e-03
8.178331336239352822e-05 6.895125843584537506e-04 7.754749967716634274e-04 1.827924163080751896e-03 2.751020155847072601e-02 7.873711292631924152e-04 2.596855629235506058e-04 3.751486772671341896e-03 2.543249574955552816e-04 9.640622138977050781e-01
4.890371720147896738e-16 1.000000000000000000e+00 5.959152984437443568e-13 4.591521026302042459e-16 4.964251926198315346e-11 5.095915646804381445e-18 3.368877340462682020e-17 1.289459337916465387e-11 1.588398358155773682e-12 3.571562194755982522e-14
9.999542236328125000e-01 4.568127405946142972e-05 2.688067650413739074e-12 5.885501369031972962e-14 1.276171668340708720e-10 8.787286490900131364e-14 4.612205617426923254e-10 1.395953006522177020e-07 2.503099594264313055e-08 1.284380154314979094e-12
2.486988203600049019e-03 9.079106152057647705e-03 4.042186439037322998e-01 4.536454677581787109e-01 6.535260472446680069e-03 2.580039435997605324e-03 1.034395419992506504e-03 6.311913952231407166e-03 1.123138591647148132e-01 1.794270938262343407e-03
5.587777080775201133e-14 9.505914277951887925e-09 3.039826168560466613e-09 1.000000000000000000e+00 5.279192136068734664e-14 2.126856468720461635e-10 1.716249972000261081e-12 3.995078920460137795e-11 2.719746095003472419e-10 7.113187122653741312e-11
