7.218248356366530061e-06 9.673580643720924854e-05 6.712932372465729713e-04 7.569859735667705536e-05 6.897410003148252144e-06 9.378616596222855151e-06 2.627152753120753914e-06 9.988948702812194824e-01 2.608098156997584738e-06 2.326605317648500204e-04
1.327375775872496888e-05 3.132445635856129229e-05 9.993588328361511230e-01 1.065464748535305262e-04 1.646295095270033926e-05 1.104539478546939790e-06 2.641724677232559770e-06 2.963092410936951637e-04 1.666755415499210358e-04 6.927608410478569567e-06
1.000000000000000000e+00 2.203387194921191394e-10 1.635890178874888079e-08 5.511439638006265795e-10 4.160981281753350913e-11 4.725980051745182209e-09 5.134518588079117762e-08 1.768258428569424723e-09 6.485039172332562885e-10 1.987037201445218670e-09
2.248377768410136923e-06 1.853749272413551807e-04 2.263363683596253395e-03 2.370660367887467146e-04 1.644314215809572488e-05 6.638012109760893509e-06 5.306710590957663953e-07 9.968844056129455566e-01 7.495186309824930504e-06 3.965314826928079128e-04
1.030185594572685659e-04 9.720766684040427208e-05 7.270532660186290741e-05 4.283981252228841186e-05 3.806686727330088615e-04 1.980208326131105423e-03 9.947730898857116699e-01 8.081683517957571894e-06 2.309926319867372513e-03 2.322578075109049678e-04
1.328702364116907120e-02 7.076340317726135254e-01 2.231583744287490845e-02 3.058482706546783447e-02 3.311191126704216003e-02 2.718740701675415039e-02 2.176177687942981720e-02 7.238279283046722412e-02 3.797017410397529602e-02 3.376431018114089966e-02
7.309234235435724258e-03 6.027189083397388458e-03 3.018382005393505096e-03 3.899442404508590698e-02 1.389246527105569839e-02 7.918837070465087891e-01 1.159939095377922058e-01 2.301546512171626091e-03 1.182275917381048203e-02 8.756433613598346710e-03
6.544050024093195361e-12 1.120622067363186147e-10 4.166531841764964383e-10 9.999994039535522461e-01 1.203777355573976138e-11 5.843310759701125789e-07 2.475564241447014702e-12 1.363991419811583228e-10 1.816152561673334276e-09 1.347566502829522506e-09
8.630151278339326382e-04 2.851564669981598854e-03 1.160501781851053238e-02 5.166360642760992050e-03 1.993920188397169113e-03 4.552187398076057434e-03 5.309337284415960312e-03 4.958639619871973991e-04 9.655380249023437500e-01 1.624631462618708611e-03
9.503827413936960511e-07 9.984834790229797363e-01 5.044790668762288988e-06 1.860809425124898553e-05 1.414145808666944504e-04 9.958856935554649681e-06 2.555686842242721468e-05 4.861110064666718245e-04 1.715547696221619844e-04 6.573695573024451733e-04
2.392534042883198708e-06 2.333431893930537626e-06 8.860078537509252783e-07 7.015610462985932827e-04 1.182272026198916137e-04 9.986692667007446289e-01 1.706514303805306554e-04 2.051842102446244098e-06 7.606927829328924417e-05 2.566043403930962086e-04
4.543593153357505798e-02 4.543877765536308289e-02 1.462323367595672607e-01 2.260737121105194092e-01 8.352556824684143066e-02 1.218966692686080933e-01 4.704033955931663513e-02 1.459027528762817383e-01 7.291193306446075439e-02 6.554201245307922363e-02
1.875913329422473907e-02 4.390123486518859863e-02 3.791370242834091187e-02 4.501893371343612671e-02 1.485151648521423340e-01 5.555879324674606323e-02 2.090974897146224976e-02 1.581052988767623901e-01 5.869591981172561646e-02 4.126220643520355225e-01
3.629674756666645408e-05 9.972258210182189941e-01 8.631001401226967573e-05 3.382828435860574245e-04 1.667574979364871979e-04 1.505072432337328792e-04 8.892494952306151390e-05 8.365904795937240124e-04 5.536564858630299568e-04 5.168341449461877346e-04
9.812403321266174316e-01 1.301426347345113754e-02 1.799341262085363269e-04 1.714430109132081270e-04 1.709041389403864741e-04 7.112389721442013979e-05 3.469144285190850496e-04 2.067477907985448837e-03 1.065319753251969814e-03 1.672240789048373699e-03
4.145898297429084778e-02 4.803943634033203125e-02 1.976983696222305298e-01 1.857927888631820679e-01 7.727038115262985229e-02 5.784263089299201965e-02 3.295398503541946411e-02 4.255638271570205688e-02 2.717391550540924072e-01 4.464789107441902161e-02
4.075764081790111959e-05 9.315497300121933222e-05 2.803456736728549004e-04 9.957680702209472656e-01 5.791934017906896770e-05 1.936587155796587467e-03 2.922542262240312994e-05 2.100621495628729463e-04 5.754092126153409481e-04 1.008527586236596107e-03
